,id,program_id,zipcode,org_id,min_age,max_age,price,start_date,latitude,longitude
29681,12051,610,60652,14,13,16,300.0,2015-06-29,41.7429283,-87.7123355
29682,12063,5228,60608,14,13,18,0.0,2015-06-17,41.849212200000004,-87.6713199
29683,12064,5229,60608,14,13,18,0.0,2015-06-16,41.849212200000004,-87.6713199
29684,12090,129,60652,14,13,16,0.0,2015-06-30,41.7429283,-87.7123355
29685,12096,5240,60619,14,13,16,0.0,2015-06-30,41.7458012,-87.60876379999998
29686,12120,5242,60643,14,13,18,0.0,2015-06-12,41.677377500000006,-87.6538017
29687,12121,5243,60612,14,13,18,0.0,2015-06-12,41.881660600000004,-87.6926257
29688,12130,5250,60623,14,13,18,0.0,2015-06-12,41.8475982,-87.7271123
29689,12177,5288,60611,14,18,24,200.0,2015-06-04,41.892508500000005,-87.61616959999998
29690,12195,1493,60646,14,7,12,11.0,2015-07-13,41.9920835,-87.7615726
29691,12218,5293,60605,14,6,9,80.0,2015-08-24,41.8703314,-87.62357420000002
29692,12221,871,60623,14,8,15,0.0,2015-06-29,41.8475982,-87.7271123
29693,12236,438,60611,14,18,24,140.0,2015-06-02,41.892508500000005,-87.61616959999998
29694,12248,440,60611,14,18,24,132.0,2015-06-06,41.892508500000005,-87.61616959999998
29695,12250,440,60611,14,18,24,168.0,2015-06-02,41.892508500000005,-87.61616959999998
29696,12257,440,60611,14,18,24,147.0,2015-06-05,41.892508500000005,-87.61616959999998
29697,12281,5297,60611,14,6,9,75.0,2015-06-02,41.892508500000005,-87.61616959999998
29698,12282,5297,60611,14,6,9,75.0,2015-06-01,41.892508500000005,-87.61616959999998
29699,12290,818,60611,14,9,11,88.0,2015-06-05,41.892508500000005,-87.61616959999998
29700,12293,818,60611,14,6,9,98.0,2015-06-02,41.892508500000005,-87.61616959999998
29701,12306,1833,60638,14,1,3,32.0,2015-06-20,41.78874829999999,-87.7664934
29702,12313,1837,60629,14,3,6,32.0,2015-06-23,41.7727709,-87.7123355
29703,12337,1845,60641,14,1,3,46.0,2015-07-02,41.9472058,-87.74680710000001
29704,12351,5313,60646,14,2,3,11.0,2015-06-29,41.9920835,-87.7615726
29705,12355,5315,60610,14,16,24,41.0,2015-06-30,41.900309899999996,-87.63338710000002
29706,12370,1853,60660,14,3,6,30.0,2015-06-29,41.9901263,-87.663045
29707,12368,1852,60618,14,3,6,30.0,2015-07-02,41.9464283,-87.70740889999998
29708,12374,1855,60624,14,3,6,18.0,2015-06-29,41.8822489,-87.7221872
29709,52262,11460,60620,14,18,99,1.0,2017-09-12,41.7470143,-87.6679765
